FeatureCode,DateCode,Measurement,Units,Value
S12000008,2006,Ratio,People Per Household,2.29
S12000008,2002,Ratio,People Per Household,2.34
S12000008,2010,Ratio,People Per Household,2.25
S12000008,2013,Ratio,People Per Household,2.22
S12000008,2015,Ratio,People Per Household,2.21
S12000008,2017,Ratio,People Per Household,2.2
S12000008,2005,Ratio,People Per Household,2.31
S12000010,2002,Ratio,People Per Household,2.33
S12000010,2009,Ratio,People Per Household,2.29
S12000010,2014,Ratio,People Per Household,2.28
S12000010,2005,Ratio,People Per Household,2.3
S12000010,2007,Ratio,People Per Household,2.29
S12000010,2004,Ratio,People Per Household,2.31
S12000010,2010,Ratio,People Per Household,2.28
S12000010,2006,Ratio,People Per Household,2.29
S12000010,2008,Ratio,People Per Household,2.29
S12000010,2003,Ratio,People Per Household,2.32
S12000010,2011,Ratio,People Per Household,2.28
S12000010,2015,Ratio,People Per Household,2.28
S12000010,2018,Ratio,People Per Household,2.26
S12000010,2012,Ratio,People Per Household,2.28
S12000010,2016,Ratio,People Per Household,2.28
S12000010,2001,Ratio,People Per Household,2.33
S12000010,2017,Ratio,People Per Household,2.27
S12000010,2019,Ratio,People Per Household,2.25
S12000010,2013,Ratio,People Per Household,2.28
S12000011,2015,Ratio,People Per Household,2.41
S12000011,2006,Ratio,People Per Household,2.47
S12000011,2016,Ratio,People Per Household,2.42
S12000011,2004,Ratio,People Per Household,2.49
S12000011,2007,Ratio,People Per Household,2.46
S12000011,2013,Ratio,People Per Household,2.41
S12000011,2011,Ratio,People Per Household,2.42
S12000011,2018,Ratio,People Per Household,2.42
S12000011,2010,Ratio,People Per Household,2.43
S12000011,2019,Ratio,People Per Household,2.41
S12000011,2017,Ratio,People Per Household,2.42
S12000011,2012,Ratio,People Per Household,2.41
S12000011,2009,Ratio,People Per Household,2.44
S12000011,2005,Ratio,People Per Household,2.48
S12000011,2002,Ratio,People Per Household,2.53
S12000011,2003,Ratio,People Per Household,2.51
S12000011,2014,Ratio,People Per Household,2.41
S12000011,2008,Ratio,People Per Household,2.45
S12000011,2001,Ratio,People Per Household,2.53
S12000013,2006,Ratio,People Per Household,2.27
S12000013,2015,Ratio,People Per Household,2.06
S12000013,2013,Ratio,People Per Household,2.09
S12000013,2019,Ratio,People Per Household,2.05
S12000013,2008,Ratio,People Per Household,2.23
S12000013,2014,Ratio,People Per Household,2.08
S12000013,2009,Ratio,People Per Household,2.22
S12000013,2007,Ratio,People Per Household,2.25
S12000013,2017,Ratio,People Per Household,2.08
S12000013,2018,Ratio,People Per Household,2.07
S12000013,2010,Ratio,People Per Household,2.2
S12000013,2004,Ratio,People Per Household,2.29
S12000013,2001,Ratio,People Per Household,2.32
S12000013,2011,Ratio,People Per Household,2.17
S12000013,2016,Ratio,People Per Household,2.05
S12000013,2002,Ratio,People Per Household,2.31
S12000013,2003,Ratio,People Per Household,2.29
S12000013,2012,Ratio,People Per Household,2.13
S12000013,2005,Ratio,People Per Household,2.29
S12000014,2014,Ratio,People Per Household,2.24
S12000014,2015,Ratio,People Per Household,2.22
S12000014,2001,Ratio,People Per Household,2.29
S12000014,2017,Ratio,People Per Household,2.2
S12000014,2007,Ratio,People Per Household,2.24
S12000014,2005,Ratio,People Per Household,2.25
S12000014,2003,Ratio,People Per Household,2.25
S12000014,2008,Ratio,People Per Household,2.24
S12000014,2018,Ratio,People Per Household,2.19
S12000014,2012,Ratio,People Per Household,2.24
S12000014,2013,Ratio,People Per Household,2.24
S12000014,2004,Ratio,People Per Household,2.24
S12000014,2011,Ratio,People Per Household,2.24
S12000014,2006,Ratio,People Per Household,2.24
S12000014,2002,Ratio,People Per Household,2.27
S12000014,2016,Ratio,People Per Household,2.22
S12000014,2019,Ratio,People Per Household,2.19
S12000014,2010,Ratio,People Per Household,2.24
S12000014,2009,Ratio,People Per Household,2.24
S12000017,2019,Ratio,People Per Household,2.12
S12000017,2003,Ratio,People Per Household,2.27
S12000017,2009,Ratio,People Per Household,2.24
S12000017,2002,Ratio,People Per Household,2.28
S12000017,2006,Ratio,People Per Household,2.26
S12000017,2015,Ratio,People Per Household,2.16
S12000017,2016,Ratio,People Per Household,2.15
S12000017,2005,Ratio,People Per Household,2.26
S12000017,2017,Ratio,People Per Household,2.14
S12000017,2018,Ratio,People Per Household,2.13
S12000017,2007,Ratio,People Per Household,2.25
S12000017,2008,Ratio,People Per Household,2.24
S12000017,2004,Ratio,People Per Household,2.27
S12000017,2001,Ratio,People Per Household,2.29
S12000017,2013,Ratio,People Per Household,2.19
S12000017,2011,Ratio,People Per Household,2.24
S12000017,2012,Ratio,People Per Household,2.22
S12000017,2010,Ratio,People Per Household,2.24
S12000017,2014,Ratio,People Per Household,2.17
S12000018,2017,Ratio,People Per Household,2.06
S12000018,2011,Ratio,People Per Household,2.14
S12000018,2007,Ratio,People Per Household,2.18
S12000018,2013,Ratio,People Per Household,2.12
S12000018,2002,Ratio,People Per Household,2.25
S12000018,2014,Ratio,People Per Household,2.1
S12000018,2008,Ratio,People Per Household,2.17
S12000018,2003,Ratio,People Per Household,2.24
S12000018,2018,Ratio,People Per Household,2.05
S12000018,2012,Ratio,People Per Household,2.13
S12000018,2015,Ratio,People Per Household,2.09
S12000018,2006,Ratio,People Per Household,2.18
S12000018,2001,Ratio,People Per Household,2.26
S12000018,2019,Ratio,People Per Household,2.04
S12000018,2009,Ratio,People Per Household,2.16
S12000018,2016,Ratio,People Per Household,2.07
S12000018,2004,Ratio,People Per Household,2.21
S12000018,2010,Ratio,People Per Household,2.15
S12000018,2005,Ratio,People Per Household,2.2
S12000019,2001,Ratio,People Per Household,2.43
S12000019,2016,Ratio,People Per Household,2.32
S12000019,2008,Ratio,People Per Household,2.38
S12000019,2005,Ratio,People Per Household,2.38
S12000019,2006,Ratio,People Per Household,2.37
S12000019,2013,Ratio,People Per Household,2.33
S12000019,2007,Ratio,People Per Household,2.37
S12000019,2010,Ratio,People Per Household,2.34
S12000019,2015,Ratio,People Per Household,2.33
S12000019,2012,Ratio,People Per Household,2.34
S12000019,2017,Ratio,People Per Household,2.31
S12000019,2009,Ratio,People Per Household,2.36
S12000019,2018,Ratio,People Per Household,2.31
S12000019,2002,Ratio,People Per Household,2.43
S12000019,2011,Ratio,People Per Household,2.35
S12000019,2019,Ratio,People Per Household,2.3
S12000019,2014,Ratio,People Per Household,2.33
S12000019,2003,Ratio,People Per Household,2.4
S12000019,2004,Ratio,People Per Household,2.4
S12000020,2006,Ratio,People Per Household,2.31
S12000020,2019,Ratio,People Per Household,2.18
S12000020,2002,Ratio,People Per Household,2.36
S12000020,2015,Ratio,People Per Household,2.24
S12000020,2009,Ratio,People Per Household,2.31
S12000020,2005,Ratio,People Per Household,2.33
S12000020,2007,Ratio,People Per Household,2.3
S12000020,2016,Ratio,People Per Household,2.24
S12000020,2010,Ratio,People Per Household,2.3
S12000020,2003,Ratio,People Per Household,2.37
S12000020,2004,Ratio,People Per Household,2.35
S12000020,2017,Ratio,People Per Household,2.22
S12000020,2012,Ratio,People Per Household,2.24
S12000020,2008,Ratio,People Per Household,2.31
S12000020,2018,Ratio,People Per Household,2.19
S12000020,2011,Ratio,People Per Household,2.28
S12000020,2001,Ratio,People Per Household,2.37
S12000020,2013,Ratio,People Per Household,2.26
S12000020,2014,Ratio,People Per Household,2.24
S12000021,2001,Ratio,People Per Household,2.29
S12000021,2019,Ratio,People Per Household,2.08
S12000021,2009,Ratio,People Per Household,2.19
S12000021,2012,Ratio,People Per Household,2.18
S12000021,2016,Ratio,People Per Household,2.12
S12000021,2013,Ratio,People Per Household,2.16
S12000021,2011,Ratio,People Per Household,2.19
S12000021,2006,Ratio,People Per Household,2.22
S12000021,2003,Ratio,People Per Household,2.26
S12000021,2018,Ratio,People Per Household,2.09
S12000021,2008,Ratio,People Per Household,2.21
S12000021,2017,Ratio,People Per Household,2.11
S12000021,2004,Ratio,People Per Household,2.25
S12000021,2010,Ratio,People Per Household,2.19
S12000021,2014,Ratio,People Per Household,2.15
S12000021,2015,Ratio,People Per Household,2.13
S12000021,2002,Ratio,People Per Household,2.27
S12000021,2005,Ratio,People Per Household,2.24
S12000021,2007,Ratio,People Per Household,2.22
S12000023,2001,Ratio,People Per Household,2.28
S12000023,2006,Ratio,People Per Household,2.22
S12000023,2002,Ratio,People Per Household,2.26
S12000023,2004,Ratio,People Per Household,2.24
S12000023,2013,Ratio,People Per Household,2.15
S12000023,2005,Ratio,People Per Household,2.22
S12000023,2003,Ratio,People Per Household,2.25
S12000023,2011,Ratio,People Per Household,2.17
S12000023,2018,Ratio,People Per Household,2.09
S12000023,2017,Ratio,People Per Household,2.1
S12000023,2008,Ratio,People Per Household,2.2
S12000023,2019,Ratio,People Per Household,2.08
S12000023,2009,Ratio,People Per Household,2.18
S12000023,2015,Ratio,People Per Household,2.12
S12000023,2012,Ratio,People Per Household,2.16
S12000023,2007,Ratio,People Per Household,2.21
S12000023,2010,Ratio,People Per Household,2.18
S12000023,2016,Ratio,People Per Household,2.11
S12000023,2014,Ratio,People Per Household,2.13
S12000026,2004,Ratio,People Per Household,2.2
S12000026,2011,Ratio,People Per Household,2.15
S12000026,2012,Ratio,People Per Household,2.13
S12000026,2005,Ratio,People Per Household,2.19
S12000026,2003,Ratio,People Per Household,2.2
S12000026,2018,Ratio,People Per Household,2.09
S12000026,2008,Ratio,People Per Household,2.18
S12000026,2010,Ratio,People Per Household,2.15
S12000026,2013,Ratio,People Per Household,2.13
S12000026,2017,Ratio,People Per Household,2.09
S12000026,2007,Ratio,People Per Household,2.18
S12000026,2016,Ratio,People Per Household,2.11
S12000026,2015,Ratio,People Per Household,2.11
S12000026,2019,Ratio,People Per Household,2.09
S12000026,2009,Ratio,People Per Household,2.17
S12000026,2006,Ratio,People Per Household,2.18
S12000026,2014,Ratio,People Per Household,2.12
S12000026,2002,Ratio,People Per Household,2.21
S12000026,2001,Ratio,People Per Household,2.22
S12000027,2012,Ratio,People Per Household,2.28
S12000027,2008,Ratio,People Per Household,2.31
S12000027,2010,Ratio,People Per Household,2.31
S12000027,2009,Ratio,People Per Household,2.31
S12000027,2014,Ratio,People Per Household,2.27
S12000027,2019,Ratio,People Per Household,2.18
S12000027,2004,Ratio,People Per Household,2.35
S12000027,2017,Ratio,People Per Household,2.21
S12000027,2018,Ratio,People Per Household,2.2
S12000027,2011,Ratio,People Per Household,2.31
S12000027,2003,Ratio,People Per Household,2.35
S12000027,2016,Ratio,People Per Household,2.24
S12000027,2002,Ratio,People Per Household,2.37
S12000027,2006,Ratio,People Per Household,2.32
S12000027,2001,Ratio,People Per Household,2.38
S12000027,2005,Ratio,People Per Household,2.34
S12000027,2007,Ratio,People Per Household,2.32
S12000027,2013,Ratio,People Per Household,2.27
S12000027,2015,Ratio,People Per Household,2.25
S12000028,2001,Ratio,People Per Household,2.26
S12000028,2016,Ratio,People Per Household,2.14
S12000028,2002,Ratio,People Per Household,2.24
S12000028,2019,Ratio,People Per Household,2.11
S12000028,2017,Ratio,People Per Household,2.13
S12000028,2013,Ratio,People Per Household,2.16
S12000028,2012,Ratio,People Per Household,2.16
S12000028,2004,Ratio,People Per Household,2.21
S12000028,2018,Ratio,People Per Household,2.12
S12000028,2014,Ratio,People Per Household,2.14
S12000028,2003,Ratio,People Per Household,2.22
S12000028,2005,Ratio,People Per Household,2.2
S12000028,2008,Ratio,People Per Household,2.18
S12000028,2007,Ratio,People Per Household,2.19
S12000028,2010,Ratio,People Per Household,2.17
S12000028,2011,Ratio,People Per Household,2.17
S12000028,2006,Ratio,People Per Household,2.2
S12000028,2015,Ratio,People Per Household,2.14
S12000028,2009,Ratio,People Per Household,2.18
S12000029,2003,Ratio,People Per Household,2.33
S12000029,2011,Ratio,People Per Household,2.23
S12000029,2012,Ratio,People Per Household,2.22
S12000029,2005,Ratio,People Per Household,2.31
S12000029,2015,Ratio,People Per Household,2.18
S12000029,2007,Ratio,People Per Household,2.27
S12000029,2013,Ratio,People Per Household,2.21
S12000029,2018,Ratio,People Per Household,2.16
S12000029,2001,Ratio,People Per Household,2.36
S12000029,2016,Ratio,People Per Household,2.18
S12000029,2014,Ratio,People Per Household,2.19
S12000029,2019,Ratio,People Per Household,2.15
S12000029,2002,Ratio,People Per Household,2.34
S12000029,2006,Ratio,People Per Household,2.29
S12000029,2008,Ratio,People Per Household,2.26
S12000029,2010,Ratio,People Per Household,2.24
S12000029,2004,Ratio,People Per Household,2.33
S12000029,2017,Ratio,People Per Household,2.17
S12000029,2009,Ratio,People Per Household,2.25
S12000030,2002,Ratio,People Per Household,2.34
S12000030,2009,Ratio,People Per Household,2.27
S12000030,2015,Ratio,People Per Household,2.28
S12000030,2018,Ratio,People Per Household,2.28
S12000030,2017,Ratio,People Per Household,2.28
S12000030,2004,Ratio,People Per Household,2.3
S12000030,2006,Ratio,People Per Household,2.3
S12000030,2011,Ratio,People Per Household,2.28
S12000030,2019,Ratio,People Per Household,2.26
S12000030,2014,Ratio,People Per Household,2.27
S12000030,2016,Ratio,People Per Household,2.29
S12000030,2005,Ratio,People Per Household,2.3
S12000030,2013,Ratio,People Per Household,2.28
S12000030,2008,Ratio,People Per Household,2.28
S12000030,2012,Ratio,People Per Household,2.29
S12000030,2001,Ratio,People Per Household,2.36
S12000030,2010,Ratio,People Per Household,2.28
S12000030,2007,Ratio,People Per Household,2.3
S12000030,2003,Ratio,People Per Household,2.32
S12000033,2012,Ratio,People Per Household,2.08
S12000033,2008,Ratio,People Per Household,2.01
S12000033,2009,Ratio,People Per Household,2.03
S12000033,2005,Ratio,People Per Household,2.04
S12000033,2010,Ratio,People Per Household,2.05
S12000033,2001,Ratio,People Per Household,2.13
S12000033,2015,Ratio,People Per Household,2.1
S12000033,2018,Ratio,People Per Household,2.03
S12000033,2016,Ratio,People Per Household,2.07
S12000033,2006,Ratio,People Per Household,2.02
S12000033,2017,Ratio,People Per Household,2.06
S12000033,2007,Ratio,People Per Household,2.01
S12000033,2003,Ratio,People Per Household,2.08
S12000033,2013,Ratio,People Per Household,2.08
S12000033,2002,Ratio,People Per Household,2.1
S12000033,2014,Ratio,People Per Household,2.09
S12000033,2019,Ratio,People Per Household,2.03
S12000033,2004,Ratio,People Per Household,2.05
S12000033,2011,Ratio,People Per Household,2.07
S12000034,2015,Ratio,People Per Household,2.37
S12000034,2012,Ratio,People Per Household,2.39
S12000034,2013,Ratio,People Per Household,2.38
S12000034,2004,Ratio,People Per Household,2.42
S12000034,2011,Ratio,People Per Household,2.39
S12000034,2006,Ratio,People Per Household,2.41
S12000034,2009,Ratio,People Per Household,2.4
S12000034,2003,Ratio,People Per Household,2.44
S12000034,2007,Ratio,People Per Household,2.41
S12000034,2019,Ratio,People Per Household,2.31
S12000034,2010,Ratio,People Per Household,2.39
S12000034,2001,Ratio,People Per Household,2.47
S12000034,2017,Ratio,People Per Household,2.34
S12000034,2016,Ratio,People Per Household,2.35
S12000034,2008,Ratio,People Per Household,2.4
S12000034,2014,Ratio,People Per Household,2.38
S12000034,2005,Ratio,People Per Household,2.41
S12000034,2018,Ratio,People Per Household,2.33
S12000034,2002,Ratio,People Per Household,2.45
S12000035,2015,Ratio,People Per Household,2.06
S12000035,2016,Ratio,People Per Household,2.06
S12000035,2019,Ratio,People Per Household,2
S12000035,2009,Ratio,People Per Household,2.15
S12000035,2007,Ratio,People Per Household,2.17
S12000035,2008,Ratio,People Per Household,2.15
S12000035,2018,Ratio,People Per Household,2.01
S12000035,2017,Ratio,People Per Household,2.04
S12000035,2010,Ratio,People Per Household,2.13
S12000035,2005,Ratio,People Per Household,2.16
S12000035,2014,Ratio,People Per Household,2.09
S12000035,2002,Ratio,People Per Household,2.23
S12000035,2013,Ratio,People Per Household,2.09
S12000035,2001,Ratio,People Per Household,2.24
S12000035,2012,Ratio,People Per Household,2.09
S12000035,2011,Ratio,People Per Household,2.14
S12000035,2006,Ratio,People Per Household,2.17
S12000035,2004,Ratio,People Per Household,2.19
S12000035,2003,Ratio,People Per Household,2.2
S12000036,2004,Ratio,People Per Household,2.07
S12000036,2016,Ratio,People Per Household,2.13
S12000036,2015,Ratio,People Per Household,2.11
S12000036,2018,Ratio,People Per Household,2.13
S12000036,2001,Ratio,People Per Household,2.14
S12000036,2009,Ratio,People Per Household,2.04
S12000036,2017,Ratio,People Per Household,2.13
S12000036,2011,Ratio,People Per Household,2.07
S12000036,2003,Ratio,People Per Household,2.09
S12000036,2007,Ratio,People Per Household,2.04
S12000036,2019,Ratio,People Per Household,2.14
S12000036,2005,Ratio,People Per Household,2.06
S12000036,2002,Ratio,People Per Household,2.11
S12000036,2013,Ratio,People Per Household,2.08
S12000036,2008,Ratio,People Per Household,2.03
S12000036,2010,Ratio,People Per Household,2.05
S12000036,2006,Ratio,People Per Household,2.05
S12000036,2014,Ratio,People Per Household,2.08
S12000036,2012,Ratio,People Per Household,2.08
S12000038,2019,Ratio,People Per Household,2.04
S12000038,2011,Ratio,People Per Household,2.13
S12000038,2008,Ratio,People Per Household,2.13
S12000038,2004,Ratio,People Per Household,2.2
S12000038,2003,Ratio,People Per Household,2.2
S12000038,2013,Ratio,People Per Household,2.1
S12000038,2017,Ratio,People Per Household,2.06
S12000038,2012,Ratio,People Per Household,2.13
S12000038,2014,Ratio,People Per Household,2.09
S12000038,2001,Ratio,People Per Household,2.26
S12000038,2015,Ratio,People Per Household,2.07
S12000038,2016,Ratio,People Per Household,2.07
S12000038,2018,Ratio,People Per Household,2.05
S12000038,2009,Ratio,People Per Household,2.13
S12000038,2006,Ratio,People Per Household,2.16
S12000038,2007,Ratio,People Per Household,2.15
S12000038,2005,Ratio,People Per Household,2.18
S12000038,2002,Ratio,People Per Household,2.23
S12000038,2010,Ratio,People Per Household,2.13
S12000041,2015,Ratio,People Per Household,2.17
S12000041,2004,Ratio,People Per Household,2.24
S12000041,2007,Ratio,People Per Household,2.23
S12000041,2003,Ratio,People Per Household,2.24
S12000041,2011,Ratio,People Per Household,2.22
S12000041,2002,Ratio,People Per Household,2.26
S12000041,2019,Ratio,People Per Household,2.11
S12000041,2005,Ratio,People Per Household,2.24
S12000041,2016,Ratio,People Per Household,2.16
S12000041,2001,Ratio,People Per Household,2.27
S12000041,2006,Ratio,People Per Household,2.23
S12000041,2018,Ratio,People Per Household,2.12
S12000041,2009,Ratio,People Per Household,2.21
S12000041,2010,Ratio,People Per Household,2.21
S12000041,2013,Ratio,People Per Household,2.19
S12000041,2017,Ratio,People Per Household,2.14
S12000041,2008,Ratio,People Per Household,2.23
S12000041,2012,Ratio,People Per Household,2.2
S12000041,2014,Ratio,People Per Household,2.19
S12000042,2008,Ratio,People Per Household,2.04
S12000042,2004,Ratio,People Per Household,2.07
S12000042,2011,Ratio,People Per Household,2.05
S12000042,2006,Ratio,People Per Household,2.08
S12000042,2016,Ratio,People Per Household,2.05
S12000042,2013,Ratio,People Per Household,2.06
S12000042,2014,Ratio,People Per Household,2.05
S12000042,2019,Ratio,People Per Household,2.04
S12000042,2002,Ratio,People Per Household,2.1
S12000042,2005,Ratio,People Per Household,2.08
S12000042,2001,Ratio,People Per Household,2.13
S12000042,2012,Ratio,People Per Household,2.06
S12000042,2018,Ratio,People Per Household,2.04
S12000042,2010,Ratio,People Per Household,2.04
S12000042,2017,Ratio,People Per Household,2.05
S12000042,2003,Ratio,People Per Household,2.09
S12000042,2009,Ratio,People Per Household,2.03
S12000042,2015,Ratio,People Per Household,2.06
S12000042,2007,Ratio,People Per Household,2.05
S12000045,2018,Ratio,People Per Household,2.34
S12000045,2008,Ratio,People Per Household,2.42
S12000045,2002,Ratio,People Per Household,2.51
S12000045,2005,Ratio,People Per Household,2.46
S12000045,2012,Ratio,People Per Household,2.4
S12000045,2014,Ratio,People Per Household,2.38
S12000045,2015,Ratio,People Per Household,2.36
S12000045,2010,Ratio,People Per Household,2.41
S12000045,2007,Ratio,People Per Household,2.43
S12000045,2001,Ratio,People Per Household,2.53
S12000045,2006,Ratio,People Per Household,2.44
S12000045,2016,Ratio,People Per Household,2.36
S12000045,2013,Ratio,People Per Household,2.39
S12000045,2009,Ratio,People Per Household,2.41
S12000045,2011,Ratio,People Per Household,2.4
S12000045,2004,Ratio,People Per Household,2.48
S12000045,2003,Ratio,People Per Household,2.5
S12000045,2017,Ratio,People Per Household,2.35
S12000045,2019,Ratio,People Per Household,2.34
S12000047,2013,Ratio,People Per Household,2.21
S12000047,2014,Ratio,People Per Household,2.19
S12000047,2012,Ratio,People Per Household,2.21
S12000047,2016,Ratio,People Per Household,2.19
S12000047,2015,Ratio,People Per Household,2.19
S12000047,2002,Ratio,People Per Household,2.27
S12000047,2001,Ratio,People Per Household,2.28
S12000047,2004,Ratio,People Per Household,2.25
S12000047,2003,Ratio,People Per Household,2.26
S12000047,2019,Ratio,People Per Household,2.16
S12000047,2017,Ratio,People Per Household,2.18
S12000047,2018,Ratio,People Per Household,2.17
S12000047,2009,Ratio,People Per Household,2.21
S12000047,2008,Ratio,People Per Household,2.22
S12000047,2011,Ratio,People Per Household,2.22
S12000047,2010,Ratio,People Per Household,2.21
S12000047,2005,Ratio,People Per Household,2.24
S12000047,2006,Ratio,People Per Household,2.24
S12000047,2007,Ratio,People Per Household,2.23
S12000048,2018,Ratio,People Per Household,2.15
S12000048,2019,Ratio,People Per Household,2.13
S12000048,2012,Ratio,People Per Household,2.2
S12000048,2011,Ratio,People Per Household,2.19
S12000048,2013,Ratio,People Per Household,2.18
S12000048,2009,Ratio,People Per Household,2.17
S12000048,2010,Ratio,People Per Household,2.18
S12000048,2017,Ratio,People Per Household,2.17
S12000048,2016,Ratio,People Per Household,2.18
S12000048,2014,Ratio,People Per Household,2.19
S12000048,2015,Ratio,People Per Household,2.18
S12000048,2003,Ratio,People Per Household,2.2
S12000048,2004,Ratio,People Per Household,2.18
S12000048,2001,Ratio,People Per Household,2.24
S12000048,2002,Ratio,People Per Household,2.22
S12000048,2007,Ratio,People Per Household,2.17
S12000048,2008,Ratio,People Per Household,2.16
S12000048,2005,Ratio,People Per Household,2.17
S12000048,2006,Ratio,People Per Household,2.16
S12000049,2006,Ratio,People Per Household,1.98
S12000049,2007,Ratio,People Per Household,1.98
S12000049,2005,Ratio,People Per Household,1.99
S12000049,2009,Ratio,People Per Household,2
S12000049,2008,Ratio,People Per Household,1.98
S12000049,2001,Ratio,People Per Household,2.08
S12000049,2002,Ratio,People Per Household,2.07
S12000049,2017,Ratio,People Per Household,2.08
S12000049,2004,Ratio,People Per Household,2.01
S12000049,2003,Ratio,People Per Household,2.04
S12000049,2019,Ratio,People Per Household,2.09
S12000049,2018,Ratio,People Per Household,2.09
S12000049,2014,Ratio,People Per Household,2.04
S12000049,2016,Ratio,People Per Household,2.07
S12000049,2015,Ratio,People Per Household,2.05
S12000049,2011,Ratio,People Per Household,2.02
S12000049,2010,Ratio,People Per Household,2.01
