FeatureCode,DateCode,Measurement,Units,Value
S12000018,2007,Count,HMO Licences,13
S12000018,2008,Count,HMO Licences,13
S12000018,2009,Count,HMO Licences,67
S12000018,2010,Count,HMO Licences,71
S12000018,2011,Count,HMO Licences,45
S12000018,2012,Count,HMO Licences,21
S12000018,2013,Count,HMO Licences,11
S12000019,2001,Count,HMO Licences,0
S12000019,2002,Count,HMO Licences,3
S12000019,2003,Count,HMO Licences,8
S12000019,2004,Count,HMO Licences,11
S12000019,2005,Count,HMO Licences,14
S12000019,2006,Count,HMO Licences,14
S12000019,2007,Count,HMO Licences,25
S12000019,2008,Count,HMO Licences,13
S12000019,2009,Count,HMO Licences,21
S12000019,2010,Count,HMO Licences,24
S12000019,2011,Count,HMO Licences,36
S12000019,2012,Count,HMO Licences,43
S12000019,2013,Count,HMO Licences,45
S12000020,2001,Count,HMO Licences,0
S12000020,2002,Count,HMO Licences,2
S12000020,2003,Count,HMO Licences,3
S12000020,2004,Count,HMO Licences,3
S12000020,2005,Count,HMO Licences,18
S12000020,2006,Count,HMO Licences,28
S12000020,2007,Count,HMO Licences,41
S12000020,2008,Count,HMO Licences,47
S12000020,2009,Count,HMO Licences,49
S12000020,2010,Count,HMO Licences,48
S12000020,2011,Count,HMO Licences,49
S12000020,2012,Count,HMO Licences,46
S12000020,2013,Count,HMO Licences,46
S12000021,2001,Count,HMO Licences,0
S12000021,2002,Count,HMO Licences,4
S12000021,2003,Count,HMO Licences,6
S12000021,2004,Count,HMO Licences,6
S12000021,2005,Count,HMO Licences,8
S12000021,2006,Count,HMO Licences,7
S12000021,2007,Count,HMO Licences,8
S12000021,2008,Count,HMO Licences,8
S12000021,2009,Count,HMO Licences,6
S12000021,2010,Count,HMO Licences,7
S12000021,2011,Count,HMO Licences,8
S12000021,2012,Count,HMO Licences,10
S12000021,2013,Count,HMO Licences,9
S12000023,2005,Count,HMO Licences,0
S12000023,2006,Count,HMO Licences,1
S12000023,2007,Count,HMO Licences,1
S12000023,2008,Count,HMO Licences,2
S12000023,2009,Count,HMO Licences,3
S12000023,2010,Count,HMO Licences,6
S12000023,2011,Count,HMO Licences,8
S12000023,2012,Count,HMO Licences,8
S12000023,2013,Count,HMO Licences,7
S12000026,2001,Count,HMO Licences,0
S12000026,2002,Count,HMO Licences,7
S12000026,2003,Count,HMO Licences,10
S12000026,2004,Count,HMO Licences,8
S12000026,2005,Count,HMO Licences,8
S12000026,2006,Count,HMO Licences,85
S12000026,2007,Count,HMO Licences,91
S12000026,2008,Count,HMO Licences,99
S12000026,2009,Count,HMO Licences,103
S12000026,2010,Count,HMO Licences,111
S12000026,2011,Count,HMO Licences,100
S12000026,2012,Count,HMO Licences,104
S12000026,2013,Count,HMO Licences,125
S12000027,2001,Count,HMO Licences,0
S12000027,2002,Count,HMO Licences,2
S12000027,2003,Count,HMO Licences,10
S12000027,2004,Count,HMO Licences,10
S12000027,2005,Count,HMO Licences,11
S12000027,2006,Count,HMO Licences,5
S12000027,2007,Count,HMO Licences,9
S12000027,2008,Count,HMO Licences,9
S12000027,2009,Count,HMO Licences,6
S12000027,2010,Count,HMO Licences,5
S12000027,2011,Count,HMO Licences,8
S12000027,2012,Count,HMO Licences,11
S12000027,2013,Count,HMO Licences,13
S12000028,2001,Count,HMO Licences,0
S12000028,2002,Count,HMO Licences,2
S12000028,2003,Count,HMO Licences,8
S12000028,2004,Count,HMO Licences,16
S12000028,2005,Count,HMO Licences,28
S12000028,2006,Count,HMO Licences,29
S12000028,2007,Count,HMO Licences,32
S12000028,2008,Count,HMO Licences,31
S12000028,2009,Count,HMO Licences,41
S12000028,2010,Count,HMO Licences,40
S12000028,2011,Count,HMO Licences,42
S12000028,2012,Count,HMO Licences,43
S12000028,2013,Count,HMO Licences,43
S12000029,2002,Count,HMO Licences,0
S12000029,2003,Count,HMO Licences,5
S12000029,2004,Count,HMO Licences,7
S12000029,2005,Count,HMO Licences,20
S12000029,2006,Count,HMO Licences,24
S12000029,2007,Count,HMO Licences,24
S12000029,2008,Count,HMO Licences,18
S12000029,2009,Count,HMO Licences,16
S12000029,2010,Count,HMO Licences,17
S12000029,2011,Count,HMO Licences,16
S12000029,2012,Count,HMO Licences,17
S12000029,2013,Count,HMO Licences,16
S12000030,2001,Count,HMO Licences,0
S12000030,2002,Count,HMO Licences,31
S12000030,2003,Count,HMO Licences,24
S12000030,2004,Count,HMO Licences,320
S12000030,2005,Count,HMO Licences,75
S12000030,2006,Count,HMO Licences,357
S12000030,2007,Count,HMO Licences,445
S12000030,2008,Count,HMO Licences,479
S12000030,2009,Count,HMO Licences,556
S12000030,2010,Count,HMO Licences,258
S12000030,2011,Count,HMO Licences,639
S12000030,2012,Count,HMO Licences,625
S12000030,2013,Count,HMO Licences,630
S12000033,2001,Count,HMO Licences,0
S12000033,2002,Count,HMO Licences,6
S12000033,2003,Count,HMO Licences,59
S12000033,2004,Count,HMO Licences,194
S12000033,2005,Count,HMO Licences,384
S12000033,2006,Count,HMO Licences,748
S12000033,2007,Count,HMO Licences,831
S12000033,2008,Count,HMO Licences,669
S12000033,2009,Count,HMO Licences,789
S12000033,2010,Count,HMO Licences,841
S12000033,2011,Count,HMO Licences,951
S12000033,2012,Count,HMO Licences,855
S12000033,2013,Count,HMO Licences,946
S12000034,2001,Count,HMO Licences,0
S12000034,2002,Count,HMO Licences,20
S12000034,2003,Count,HMO Licences,23
S12000034,2004,Count,HMO Licences,24
S12000034,2005,Count,HMO Licences,34
S12000034,2006,Count,HMO Licences,62
S12000034,2007,Count,HMO Licences,97
S12000034,2008,Count,HMO Licences,115
S12000034,2009,Count,HMO Licences,123
S12000034,2010,Count,HMO Licences,112
S12000034,2011,Count,HMO Licences,136
S12000034,2012,Count,HMO Licences,132
S12000034,2013,Count,HMO Licences,142
S12000035,2001,Count,HMO Licences,1
S12000035,2002,Count,HMO Licences,2
S12000035,2003,Count,HMO Licences,5
S12000035,2004,Count,HMO Licences,8
S12000035,2005,Count,HMO Licences,13
S12000035,2006,Count,HMO Licences,6
S12000035,2007,Count,HMO Licences,6
S12000035,2008,Count,HMO Licences,6
S12000035,2009,Count,HMO Licences,11
S12000035,2010,Count,HMO Licences,17
S12000035,2011,Count,HMO Licences,19
S12000035,2012,Count,HMO Licences,24
S12000035,2013,Count,HMO Licences,26
S12000036,2001,Count,HMO Licences,22
S12000036,2002,Count,HMO Licences,301
S12000036,2003,Count,HMO Licences,318
S12000036,2004,Count,HMO Licences,1036
S12000036,2005,Count,HMO Licences,4286
S12000036,2006,Count,HMO Licences,1893
S12000036,2007,Count,HMO Licences,1483
S12000036,2008,Count,HMO Licences,3492
S12000036,2009,Count,HMO Licences,4365
S12000036,2010,Count,HMO Licences,4981
S12000036,2011,Count,HMO Licences,5417
S12000036,2012,Count,HMO Licences,5775
S12000036,2013,Count,HMO Licences,5758
S12000038,2002,Count,HMO Licences,0
S12000038,2003,Count,HMO Licences,3
S12000038,2004,Count,HMO Licences,6
S12000038,2005,Count,HMO Licences,13
S12000038,2006,Count,HMO Licences,106
S12000038,2007,Count,HMO Licences,113
S12000038,2008,Count,HMO Licences,126
S12000038,2009,Count,HMO Licences,92
S12000038,2010,Count,HMO Licences,123
S12000038,2011,Count,HMO Licences,118
S12000038,2012,Count,HMO Licences,113
S12000038,2013,Count,HMO Licences,116
S12000039,2001,Count,HMO Licences,0
S12000039,2002,Count,HMO Licences,3
S12000039,2003,Count,HMO Licences,6
S12000039,2004,Count,HMO Licences,14
S12000039,2005,Count,HMO Licences,17
S12000039,2006,Count,HMO Licences,16
S12000039,2007,Count,HMO Licences,12
S12000039,2008,Count,HMO Licences,17
S12000039,2009,Count,HMO Licences,20
S12000039,2010,Count,HMO Licences,18
S12000039,2011,Count,HMO Licences,16
S12000039,2012,Count,HMO Licences,18
S12000039,2013,Count,HMO Licences,18
S12000040,2001,Count,HMO Licences,0
S12000040,2002,Count,HMO Licences,1
S12000040,2003,Count,HMO Licences,5
S12000040,2004,Count,HMO Licences,7
S12000040,2005,Count,HMO Licences,9
S12000040,2006,Count,HMO Licences,9
S12000040,2007,Count,HMO Licences,9
S12000040,2008,Count,HMO Licences,21
S12000040,2009,Count,HMO Licences,21
S12000040,2010,Count,HMO Licences,16
S12000040,2011,Count,HMO Licences,29
S12000040,2012,Count,HMO Licences,27
S12000040,2013,Count,HMO Licences,24
S12000041,2001,Count,HMO Licences,0
S12000041,2002,Count,HMO Licences,2
S12000041,2003,Count,HMO Licences,7
S12000041,2004,Count,HMO Licences,7
S12000041,2005,Count,HMO Licences,12
S12000041,2006,Count,HMO Licences,14
S12000041,2007,Count,HMO Licences,15
S12000041,2008,Count,HMO Licences,17
S12000041,2009,Count,HMO Licences,16
S12000041,2010,Count,HMO Licences,20
S12000041,2011,Count,HMO Licences,25
S12000041,2012,Count,HMO Licences,24
S12000041,2013,Count,HMO Licences,22
S12000042,2001,Count,HMO Licences,1
S12000042,2002,Count,HMO Licences,64
S12000042,2003,Count,HMO Licences,148
S12000042,2004,Count,HMO Licences,249
S12000042,2005,Count,HMO Licences,370
S12000042,2006,Count,HMO Licences,370
S12000042,2007,Count,HMO Licences,794
S12000042,2008,Count,HMO Licences,1082
S12000042,2009,Count,HMO Licences,1242
S12000042,2010,Count,HMO Licences,1348
S12000042,2011,Count,HMO Licences,1495
S12000042,2012,Count,HMO Licences,1341
S12000042,2013,Count,HMO Licences,1430
S12000045,2003,Count,HMO Licences,0
S12000045,2004,Count,HMO Licences,6
S12000045,2005,Count,HMO Licences,0
S12000045,2006,Count,HMO Licences,11
S12000045,2007,Count,HMO Licences,10
S12000045,2008,Count,HMO Licences,10
S12000045,2009,Count,HMO Licences,10
S12000045,2010,Count,HMO Licences,21
S12000045,2011,Count,HMO Licences,18
S12000045,2012,Count,HMO Licences,2
S12000045,2013,Count,HMO Licences,22
S92000003,2001,Count,HMO Licences,25
S92000003,2002,Count,HMO Licences,710
S92000003,2003,Count,HMO Licences,1561
S92000003,2004,Count,HMO Licences,4280
S92000003,2005,Count,HMO Licences,8452
S92000003,2006,Count,HMO Licences,7608
S92000003,2007,Count,HMO Licences,7924
S92000003,2008,Count,HMO Licences,10181
S92000003,2009,Count,HMO Licences,11370
S92000003,2010,Count,HMO Licences,11881
S92000003,2011,Count,HMO Licences,13605
S92000003,2012,Count,HMO Licences,13356
S92000003,2013,Count,HMO Licences,13911
S12000047,2001,Count,HMO Licences,0
S12000047,2002,Count,HMO Licences,9
S12000047,2003,Count,HMO Licences,284
S12000047,2004,Count,HMO Licences,500
S12000047,2005,Count,HMO Licences,575
S12000047,2006,Count,HMO Licences,745
S12000047,2007,Count,HMO Licences,925
S12000047,2008,Count,HMO Licences,968
S12000047,2009,Count,HMO Licences,820
S12000047,2010,Count,HMO Licences,677
S12000047,2011,Count,HMO Licences,980
S12000047,2012,Count,HMO Licences,804
S12000047,2013,Count,HMO Licences,969
S12000048,2001,Count,HMO Licences,0
S12000048,2002,Count,HMO Licences,22
S12000048,2003,Count,HMO Licences,28
S12000048,2004,Count,HMO Licences,43
S12000048,2005,Count,HMO Licences,50
S12000048,2006,Count,HMO Licences,47
S12000048,2007,Count,HMO Licences,66
S12000048,2008,Count,HMO Licences,69
S12000048,2009,Count,HMO Licences,75
S12000048,2010,Count,HMO Licences,79
S12000048,2011,Count,HMO Licences,87
S12000048,2012,Count,HMO Licences,88
S12000048,2013,Count,HMO Licences,91
S12000050,2002,Count,HMO Licences,0
S12000050,2003,Count,HMO Licences,8
S12000050,2004,Count,HMO Licences,10
S12000050,2005,Count,HMO Licences,28
S12000050,2006,Count,HMO Licences,28
S12000050,2007,Count,HMO Licences,28
S12000050,2008,Count,HMO Licences,27
S12000050,2009,Count,HMO Licences,25
S12000050,2010,Count,HMO Licences,25
S12000050,2011,Count,HMO Licences,24
S12000050,2012,Count,HMO Licences,17
S12000050,2013,Count,HMO Licences,16
S12000049,2001,Count,HMO Licences,0
S12000049,2002,Count,HMO Licences,142
S12000049,2003,Count,HMO Licences,481
S12000049,2004,Count,HMO Licences,1611
S12000049,2005,Count,HMO Licences,2263
S12000049,2006,Count,HMO Licences,2782
S12000049,2007,Count,HMO Licences,2572
S12000049,2008,Count,HMO Licences,2515
S12000049,2009,Count,HMO Licences,2515
S12000049,2010,Count,HMO Licences,2515
S12000049,2011,Count,HMO Licences,2815
S12000049,2012,Count,HMO Licences,2685
S12000049,2013,Count,HMO Licences,2874
S92000003,2014,Count,HMO Licences,14331
S92000003,2015,Count,HMO Licences,14908
S92000003,2016,Count,HMO Licences,15034
S92000003,2017,Count,HMO Licences,15289
S92000003,2018,Count,HMO Licences,15685
S92000003,2019,Count,HMO Licences,15651
S12000005,2001,Count,HMO Licences,0
S12000005,2014,Count,HMO Licences,9
S12000005,2015,Count,HMO Licences,8
S12000005,2016,Count,HMO Licences,6
S12000005,2017,Count,HMO Licences,5
S12000005,2018,Count,HMO Licences,9
S12000005,2019,Count,HMO Licences,12
S12000006,2014,Count,HMO Licences,117
S12000006,2015,Count,HMO Licences,109
S12000006,2016,Count,HMO Licences,106
S12000006,2017,Count,HMO Licences,107
S12000006,2018,Count,HMO Licences,133
S12000006,2019,Count,HMO Licences,113
S12000008,2014,Count,HMO Licences,12
S12000008,2015,Count,HMO Licences,13
S12000008,2016,Count,HMO Licences,11
S12000008,2017,Count,HMO Licences,10
S12000008,2018,Count,HMO Licences,12
S12000008,2019,Count,HMO Licences,12
S12000010,2001,Count,HMO Licences,0
S12000010,2014,Count,HMO Licences,48
S12000010,2015,Count,HMO Licences,31
S12000010,2016,Count,HMO Licences,19
S12000010,2017,Count,HMO Licences,42
S12000010,2018,Count,HMO Licences,47
S12000010,2019,Count,HMO Licences,51
S12000011,2014,Count,HMO Licences,18
S12000011,2015,Count,HMO Licences,16
S12000011,2016,Count,HMO Licences,15
S12000011,2017,Count,HMO Licences,13
S12000011,2018,Count,HMO Licences,13
S12000011,2019,Count,HMO Licences,12
S12000013,2001,Count,HMO Licences,0
S12000013,2002,Count,HMO Licences,0
S12000013,2014,Count,HMO Licences,32
S12000013,2015,Count,HMO Licences,21
S12000013,2016,Count,HMO Licences,30
S12000013,2017,Count,HMO Licences,29
S12000013,2018,Count,HMO Licences,30
S12000013,2019,Count,HMO Licences,31
S12000014,2014,Count,HMO Licences,34
S12000014,2015,Count,HMO Licences,34
S12000014,2016,Count,HMO Licences,29
S12000014,2017,Count,HMO Licences,26
S12000014,2018,Count,HMO Licences,29
S12000014,2019,Count,HMO Licences,21
S12000047,2014,Count,HMO Licences,1027
S12000047,2015,Count,HMO Licences,950
S12000047,2016,Count,HMO Licences,1058
S12000047,2017,Count,HMO Licences,1056
S12000047,2018,Count,HMO Licences,1046
S12000047,2019,Count,HMO Licences,1072
S12000017,2014,Count,HMO Licences,228
S12000017,2015,Count,HMO Licences,223
S12000017,2016,Count,HMO Licences,243
S12000017,2017,Count,HMO Licences,268
S12000017,2018,Count,HMO Licences,293
S12000017,2019,Count,HMO Licences,303
S12000018,2014,Count,HMO Licences,33
S12000018,2015,Count,HMO Licences,32
S12000018,2016,Count,HMO Licences,30
S12000018,2017,Count,HMO Licences,33
S12000018,2018,Count,HMO Licences,34
S12000018,2019,Count,HMO Licences,30
S12000019,2014,Count,HMO Licences,45
S12000019,2015,Count,HMO Licences,45
S12000019,2016,Count,HMO Licences,0
S12000019,2017,Count,HMO Licences,0
S12000019,2018,Count,HMO Licences,45
S12000019,2019,Count,HMO Licences,50
S12000020,2014,Count,HMO Licences,35
S12000020,2015,Count,HMO Licences,33
S12000020,2016,Count,HMO Licences,32
S12000020,2017,Count,HMO Licences,32
S12000020,2018,Count,HMO Licences,31
S12000020,2019,Count,HMO Licences,31
S12000021,2014,Count,HMO Licences,8
S12000021,2015,Count,HMO Licences,9
S12000021,2016,Count,HMO Licences,9
S12000021,2017,Count,HMO Licences,7
S12000021,2018,Count,HMO Licences,9
S12000021,2019,Count,HMO Licences,11
S12000023,2001,Count,HMO Licences,0
S12000023,2002,Count,HMO Licences,0
S12000023,2003,Count,HMO Licences,0
S12000023,2004,Count,HMO Licences,0
S12000023,2014,Count,HMO Licences,11
S12000023,2015,Count,HMO Licences,10
S12000023,2016,Count,HMO Licences,9
S12000023,2017,Count,HMO Licences,9
S12000023,2018,Count,HMO Licences,10
S12000023,2019,Count,HMO Licences,9
S12000048,2014,Count,HMO Licences,90
S12000048,2015,Count,HMO Licences,90
S12000048,2016,Count,HMO Licences,90
S12000048,2017,Count,HMO Licences,86
S12000048,2018,Count,HMO Licences,78
S12000048,2019,Count,HMO Licences,79
S12000026,2014,Count,HMO Licences,126
S12000026,2015,Count,HMO Licences,121
S12000026,2016,Count,HMO Licences,101
S12000026,2017,Count,HMO Licences,94
S12000026,2018,Count,HMO Licences,97
S12000026,2019,Count,HMO Licences,97
S12000027,2014,Count,HMO Licences,10
S12000027,2015,Count,HMO Licences,9
S12000027,2016,Count,HMO Licences,10
S12000027,2017,Count,HMO Licences,13
S12000027,2018,Count,HMO Licences,7
S12000027,2019,Count,HMO Licences,3
S12000028,2014,Count,HMO Licences,33
S12000028,2015,Count,HMO Licences,33
S12000028,2016,Count,HMO Licences,35
S12000028,2017,Count,HMO Licences,35
S12000028,2018,Count,HMO Licences,37
S12000028,2019,Count,HMO Licences,32
S12000029,2001,Count,HMO Licences,0
S12000029,2014,Count,HMO Licences,16
S12000029,2015,Count,HMO Licences,18
S12000029,2016,Count,HMO Licences,16
S12000029,2017,Count,HMO Licences,13
S12000029,2018,Count,HMO Licences,15
S12000029,2019,Count,HMO Licences,15
S12000030,2014,Count,HMO Licences,666
S12000030,2015,Count,HMO Licences,700
S12000030,2016,Count,HMO Licences,750
S12000030,2017,Count,HMO Licences,752
S12000030,2018,Count,HMO Licences,749
S12000030,2019,Count,HMO Licences,754
S12000033,2014,Count,HMO Licences,1051
S12000033,2015,Count,HMO Licences,1149
S12000033,2016,Count,HMO Licences,1227
S12000033,2017,Count,HMO Licences,1341
S12000033,2018,Count,HMO Licences,1296
S12000033,2019,Count,HMO Licences,1273
S12000034,2014,Count,HMO Licences,133
S12000034,2015,Count,HMO Licences,141
S12000034,2016,Count,HMO Licences,134
S12000034,2017,Count,HMO Licences,129
S12000034,2018,Count,HMO Licences,138
S12000034,2019,Count,HMO Licences,125
S12000035,2014,Count,HMO Licences,25
S12000035,2015,Count,HMO Licences,28
S12000035,2016,Count,HMO Licences,26
S12000035,2017,Count,HMO Licences,33
S12000035,2018,Count,HMO Licences,30
S12000035,2019,Count,HMO Licences,40
S12000036,2014,Count,HMO Licences,5761
S12000036,2015,Count,HMO Licences,5949
S12000036,2016,Count,HMO Licences,5949
S12000036,2017,Count,HMO Licences,5949
S12000036,2018,Count,HMO Licences,5949
S12000036,2019,Count,HMO Licences,5904
S12000038,2001,Count,HMO Licences,0
S12000038,2014,Count,HMO Licences,116
S12000038,2015,Count,HMO Licences,117
S12000038,2016,Count,HMO Licences,97
S12000038,2017,Count,HMO Licences,95
S12000038,2018,Count,HMO Licences,91
S12000038,2019,Count,HMO Licences,87
S12000039,2014,Count,HMO Licences,22
S12000039,2015,Count,HMO Licences,22
S12000039,2016,Count,HMO Licences,24
S12000039,2017,Count,HMO Licences,22
S12000039,2018,Count,HMO Licences,23
S12000039,2019,Count,HMO Licences,23
S12000040,2014,Count,HMO Licences,24
S12000040,2015,Count,HMO Licences,20
S12000040,2016,Count,HMO Licences,21
S12000040,2017,Count,HMO Licences,34
S12000040,2018,Count,HMO Licences,33
S12000040,2019,Count,HMO Licences,40
S12000041,2014,Count,HMO Licences,19
S12000041,2015,Count,HMO Licences,21
S12000041,2016,Count,HMO Licences,22
S12000041,2017,Count,HMO Licences,20
S12000041,2018,Count,HMO Licences,15
S12000041,2019,Count,HMO Licences,17
S12000042,2014,Count,HMO Licences,1577
S12000042,2015,Count,HMO Licences,1694
S12000042,2016,Count,HMO Licences,1674
S12000042,2017,Count,HMO Licences,1713
S12000042,2018,Count,HMO Licences,1707
S12000042,2019,Count,HMO Licences,1706
S12000050,2001,Count,HMO Licences,0
S12000050,2014,Count,HMO Licences,16
S12000050,2015,Count,HMO Licences,16
S12000050,2016,Count,HMO Licences,14
S12000050,2017,Count,HMO Licences,13
S12000050,2018,Count,HMO Licences,13
S12000050,2019,Count,HMO Licences,14
S12000045,2001,Count,HMO Licences,0
S12000045,2002,Count,HMO Licences,0
S12000045,2014,Count,HMO Licences,20
S12000045,2015,Count,HMO Licences,20
S12000045,2016,Count,HMO Licences,21
S12000045,2017,Count,HMO Licences,14
S12000045,2018,Count,HMO Licences,20
S12000049,2019,Count,HMO Licences,3662
S12000049,2014,Count,HMO Licences,2969
S12000049,2015,Count,HMO Licences,3226
S12000049,2016,Count,HMO Licences,3226
S12000049,2017,Count,HMO Licences,3296
S12000049,2018,Count,HMO Licences,3646
S12000045,2019,Count,HMO Licences,22
