area_code,reference_area,area_type,year,value,units
S12000035,Argyll and Bute,Local Authority,2011,19,HMO Licences
S12000035,Argyll and Bute,Local Authority,2012,24,HMO Licences
S12000035,Argyll and Bute,Local Authority,2013,26,HMO Licences
S12000036,City of Edinburgh,Local Authority,2001,22,HMO Licences
S12000036,City of Edinburgh,Local Authority,2002,301,HMO Licences
S12000036,City of Edinburgh,Local Authority,2003,318,HMO Licences
S12000036,City of Edinburgh,Local Authority,2004,1036,HMO Licences
S12000036,City of Edinburgh,Local Authority,2005,4286,HMO Licences
S12000036,City of Edinburgh,Local Authority,2006,1893,HMO Licences
S12000036,City of Edinburgh,Local Authority,2007,1483,HMO Licences
S12000036,City of Edinburgh,Local Authority,2008,3492,HMO Licences
S12000036,City of Edinburgh,Local Authority,2009,4365,HMO Licences
S12000036,City of Edinburgh,Local Authority,2010,4981,HMO Licences
S12000036,City of Edinburgh,Local Authority,2011,5417,HMO Licences
S12000036,City of Edinburgh,Local Authority,2012,5775,HMO Licences
S12000036,City of Edinburgh,Local Authority,2013,5758,HMO Licences
S12000038,Renfrewshire,Local Authority,2002,0,HMO Licences
S12000038,Renfrewshire,Local Authority,2003,3,HMO Licences
S12000038,Renfrewshire,Local Authority,2004,6,HMO Licences
S12000038,Renfrewshire,Local Authority,2005,13,HMO Licences
S12000038,Renfrewshire,Local Authority,2006,106,HMO Licences
S12000038,Renfrewshire,Local Authority,2007,113,HMO Licences
S12000038,Renfrewshire,Local Authority,2008,126,HMO Licences
S12000038,Renfrewshire,Local Authority,2009,92,HMO Licences
S12000038,Renfrewshire,Local Authority,2010,123,HMO Licences
S12000038,Renfrewshire,Local Authority,2011,118,HMO Licences
S12000038,Renfrewshire,Local Authority,2012,113,HMO Licences
S12000038,Renfrewshire,Local Authority,2013,116,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2001,0,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2002,3,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2003,6,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2004,14,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2005,17,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2006,16,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2007,12,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2008,17,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2009,20,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2010,18,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2011,16,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2012,18,HMO Licences
S12000039,West Dunbartonshire,Local Authority,2013,18,HMO Licences
S12000040,West Lothian,Local Authority,2001,0,HMO Licences
S12000040,West Lothian,Local Authority,2002,1,HMO Licences
S12000040,West Lothian,Local Authority,2003,5,HMO Licences
S12000040,West Lothian,Local Authority,2004,7,HMO Licences
S12000040,West Lothian,Local Authority,2005,9,HMO Licences
S12000040,West Lothian,Local Authority,2006,9,HMO Licences
S12000040,West Lothian,Local Authority,2007,9,HMO Licences
S12000040,West Lothian,Local Authority,2008,21,HMO Licences
S12000040,West Lothian,Local Authority,2009,21,HMO Licences
S12000040,West Lothian,Local Authority,2010,16,HMO Licences
S12000040,West Lothian,Local Authority,2011,29,HMO Licences
S12000040,West Lothian,Local Authority,2012,27,HMO Licences
S12000040,West Lothian,Local Authority,2013,24,HMO Licences
S12000041,Angus,Local Authority,2001,0,HMO Licences
S12000041,Angus,Local Authority,2002,2,HMO Licences
S12000041,Angus,Local Authority,2003,7,HMO Licences
S12000041,Angus,Local Authority,2004,7,HMO Licences
S12000041,Angus,Local Authority,2005,12,HMO Licences
S12000041,Angus,Local Authority,2006,14,HMO Licences
S12000041,Angus,Local Authority,2007,15,HMO Licences
S12000041,Angus,Local Authority,2008,17,HMO Licences
S12000041,Angus,Local Authority,2009,16,HMO Licences
S12000041,Angus,Local Authority,2010,20,HMO Licences
S12000041,Angus,Local Authority,2011,25,HMO Licences
S12000041,Angus,Local Authority,2012,24,HMO Licences
S12000041,Angus,Local Authority,2013,22,HMO Licences
S12000042,Dundee City,Local Authority,2001,1,HMO Licences
S12000042,Dundee City,Local Authority,2002,64,HMO Licences
S12000042,Dundee City,Local Authority,2003,148,HMO Licences
S12000042,Dundee City,Local Authority,2004,249,HMO Licences
S12000042,Dundee City,Local Authority,2005,370,HMO Licences
S12000042,Dundee City,Local Authority,2006,370,HMO Licences
S12000042,Dundee City,Local Authority,2007,794,HMO Licences
S12000042,Dundee City,Local Authority,2008,1082,HMO Licences
S12000042,Dundee City,Local Authority,2009,1242,HMO Licences
S12000042,Dundee City,Local Authority,2010,1348,HMO Licences
S12000042,Dundee City,Local Authority,2011,1495,HMO Licences
S12000042,Dundee City,Local Authority,2012,1341,HMO Licences
S12000042,Dundee City,Local Authority,2013,1430,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2003,0,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2004,6,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2005,0,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2006,11,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2007,10,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2008,10,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2009,10,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2010,21,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2011,18,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2012,2,HMO Licences
S12000045,East Dunbartonshire,Local Authority,2013,22,HMO Licences
S12000047,Fife,Local Authority,2001,0,HMO Licences
S12000047,Fife,Local Authority,2002,9,HMO Licences
S12000047,Fife,Local Authority,2003,284,HMO Licences
S12000047,Fife,Local Authority,2004,500,HMO Licences
S12000047,Fife,Local Authority,2005,575,HMO Licences
S12000047,Fife,Local Authority,2006,745,HMO Licences
S12000047,Fife,Local Authority,2007,925,HMO Licences
S12000047,Fife,Local Authority,2008,968,HMO Licences
S12000047,Fife,Local Authority,2009,820,HMO Licences
S12000047,Fife,Local Authority,2010,677,HMO Licences
S12000047,Fife,Local Authority,2011,980,HMO Licences
S12000047,Fife,Local Authority,2012,804,HMO Licences
S12000047,Fife,Local Authority,2013,969,HMO Licences
S12000048,Perth and Kinross,Local Authority,2001,0,HMO Licences
S12000048,Perth and Kinross,Local Authority,2002,22,HMO Licences
S12000048,Perth and Kinross,Local Authority,2003,28,HMO Licences
S12000048,Perth and Kinross,Local Authority,2004,43,HMO Licences
S12000048,Perth and Kinross,Local Authority,2005,50,HMO Licences
S12000048,Perth and Kinross,Local Authority,2006,47,HMO Licences
S12000048,Perth and Kinross,Local Authority,2007,66,HMO Licences
S12000048,Perth and Kinross,Local Authority,2008,69,HMO Licences
S12000048,Perth and Kinross,Local Authority,2009,75,HMO Licences
S12000048,Perth and Kinross,Local Authority,2010,79,HMO Licences
S12000048,Perth and Kinross,Local Authority,2011,87,HMO Licences
S12000048,Perth and Kinross,Local Authority,2012,88,HMO Licences
S12000048,Perth and Kinross,Local Authority,2013,91,HMO Licences
S12000050,North Lanarkshire,Local Authority,2002,0,HMO Licences
S12000050,North Lanarkshire,Local Authority,2003,8,HMO Licences
S12000050,North Lanarkshire,Local Authority,2004,10,HMO Licences
S12000050,North Lanarkshire,Local Authority,2005,28,HMO Licences
S12000050,North Lanarkshire,Local Authority,2006,28,HMO Licences
S12000050,North Lanarkshire,Local Authority,2007,28,HMO Licences
S12000050,North Lanarkshire,Local Authority,2008,27,HMO Licences
S12000050,North Lanarkshire,Local Authority,2009,25,HMO Licences
S12000050,North Lanarkshire,Local Authority,2010,25,HMO Licences
S12000050,North Lanarkshire,Local Authority,2011,24,HMO Licences
S12000050,North Lanarkshire,Local Authority,2012,17,HMO Licences
S12000050,North Lanarkshire,Local Authority,2013,16,HMO Licences
S12000049,Glasgow City,Local Authority,2001,0,HMO Licences
S12000049,Glasgow City,Local Authority,2002,142,HMO Licences
S12000049,Glasgow City,Local Authority,2003,481,HMO Licences
S12000049,Glasgow City,Local Authority,2004,1611,HMO Licences
S12000049,Glasgow City,Local Authority,2005,2263,HMO Licences
S12000049,Glasgow City,Local Authority,2006,2782,HMO Licences
S12000049,Glasgow City,Local Authority,2007,2572,HMO Licences
S12000049,Glasgow City,Local Authority,2008,2515,HMO Licences
S12000049,Glasgow City,Local Authority,2009,2515,HMO Licences
S12000049,Glasgow City,Local Authority,2010,2515,HMO Licences
S12000049,Glasgow City,Local Authority,2011,2815,HMO Licences
S12000049,Glasgow City,Local Authority,2012,2685,HMO Licences
S12000049,Glasgow City,Local Authority,2013,2874,HMO Licences
S12000005,Clackmannanshire,Local Authority,2001,0,HMO Licences
S12000005,Clackmannanshire,Local Authority,2014,9,HMO Licences
S12000005,Clackmannanshire,Local Authority,2015,8,HMO Licences
S12000005,Clackmannanshire,Local Authority,2016,6,HMO Licences
S12000005,Clackmannanshire,Local Authority,2017,5,HMO Licences
S12000005,Clackmannanshire,Local Authority,2018,9,HMO Licences
S12000005,Clackmannanshire,Local Authority,2019,12,HMO Licences
S12000006,Dumfries and Galloway,Local Authority,2014,117,HMO Licences
S12000006,Dumfries and Galloway,Local Authority,2015,109,HMO Licences
S12000006,Dumfries and Galloway,Local Authority,2016,106,HMO Licences
S12000006,Dumfries and Galloway,Local Authority,2017,107,HMO Licences
S12000006,Dumfries and Galloway,Local Authority,2018,133,HMO Licences
S12000006,Dumfries and Galloway,Local Authority,2019,113,HMO Licences
S12000008,East Ayrshire,Local Authority,2014,12,HMO Licences
S12000008,East Ayrshire,Local Authority,2015,13,HMO Licences
S12000008,East Ayrshire,Local Authority,2016,11,HMO Licences
S12000008,East Ayrshire,Local Authority,2017,10,HMO Licences
S12000008,East Ayrshire,Local Authority,2018,12,HMO Licences
S12000008,East Ayrshire,Local Authority,2019,12,HMO Licences
S12000010,East Lothian,Local Authority,2001,0,HMO Licences
S12000010,East Lothian,Local Authority,2014,48,HMO Licences
S12000010,East Lothian,Local Authority,2015,31,HMO Licences
S12000010,East Lothian,Local Authority,2016,19,HMO Licences
S12000010,East Lothian,Local Authority,2017,42,HMO Licences
S12000010,East Lothian,Local Authority,2018,47,HMO Licences
S12000010,East Lothian,Local Authority,2019,51,HMO Licences
S12000011,East Renfrewshire,Local Authority,2014,18,HMO Licences
S12000011,East Renfrewshire,Local Authority,2015,16,HMO Licences
S12000011,East Renfrewshire,Local Authority,2016,15,HMO Licences
S12000011,East Renfrewshire,Local Authority,2017,13,HMO Licences
S12000011,East Renfrewshire,Local Authority,2018,13,HMO Licences
S12000011,East Renfrewshire,Local Authority,2019,12,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2001,0,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2002,0,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2014,32,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2015,21,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2016,30,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2017,29,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2018,30,HMO Licences
S12000013,Na h-Eileanan Siar,Local Authority,2019,31,HMO Licences
S12000014,Falkirk,Local Authority,2014,34,HMO Licences
S12000014,Falkirk,Local Authority,2015,34,HMO Licences
S12000014,Falkirk,Local Authority,2016,29,HMO Licences
S12000014,Falkirk,Local Authority,2017,26,HMO Licences
S12000014,Falkirk,Local Authority,2018,29,HMO Licences
S12000014,Falkirk,Local Authority,2019,21,HMO Licences
S12000047,Fife,Local Authority,2014,1027,HMO Licences
S12000047,Fife,Local Authority,2015,950,HMO Licences
S12000047,Fife,Local Authority,2016,1058,HMO Licences
S12000047,Fife,Local Authority,2017,1056,HMO Licences
