FeatureCode,DateCode,Measurement,Units,Value,Energy Type,Energy Consuming Sector
S12000005,2010,Count,GWh,236.90018962,Electricity,Industrial & Commercial
S12000039,2005,Count,GWh,675.43590209,All,Industrial & Commercial
S12000047,2017,Count,GWh,886.185822,Electricity,Industrial & Commercial
S12000050,2013,Count,GWh,2271.4274581,All,Industrial & Commercial
S12000036,2014,Count,GWh,1377.766937,Electricity,Industrial & Commercial
S12000033,2017,Count,GWh,728.015707,Electricity,Industrial & Commercial
S12000050,2008,Count,GWh,2625.7652388,All,Industrial & Commercial
S12000008,2015,Count,GWh,240.5338296,Electricity,Industrial & Commercial
S12000039,2011,Count,GWh,585.50883878,All,Industrial & Commercial
S12000038,2011,Count,GWh,525.42352456,Electricity,Industrial & Commercial
S12000039,2010,Count,GWh,597.35242414,All,Industrial & Commercial
S12000050,2007,Count,GWh,2868.8323556,All,Industrial & Commercial
S12000039,2008,Count,GWh,607.37603436,All,Industrial & Commercial
S12000039,2009,Count,GWh,560.19825097,All,Industrial & Commercial
S12000033,2016,Count,GWh,738.253767,Electricity,Industrial & Commercial
S12000005,2011,Count,GWh,236.42359884,Electricity,Industrial & Commercial
S12000049,2014,Count,GWh,1787.989314,Electricity,Industrial & Commercial
S12000050,2009,Count,GWh,2475.6726346,All,Industrial & Commercial
S12000048,2008,Count,GWh,429.78665,Electricity,Industrial & Commercial
S12000048,2018,Count,GWh,1025.7239734,All,Industrial & Commercial
S12000047,2016,Count,GWh,887.770225,Electricity,Industrial & Commercial
S12000049,2005,Count,GWh,5552.3640459,All,Industrial & Commercial
S12000034,2010,Count,GWh,720.71292551,Electricity,Industrial & Commercial
S12000040,2017,Count,GWh,1543.4711558,All,Industrial & Commercial
S12000048,2017,Count,GWh,1058.7292712,All,Industrial & Commercial
S12000008,2009,Count,GWh,252.98879409,Electricity,Industrial & Commercial
S12000049,2010,Count,GWh,1921.6553737,Electricity,Industrial & Commercial
S12000039,2005,Count,GWh,250.80095,Electricity,Industrial & Commercial
S12000049,2006,Count,GWh,5398.8092079,All,Industrial & Commercial
S12000048,2011,Count,GWh,403.33977862,Electricity,Industrial & Commercial
S12000040,2014,Count,GWh,1422.2856917,All,Industrial & Commercial
S12000036,2008,Count,GWh,1753.44347,Electricity,Industrial & Commercial
S12000040,2016,Count,GWh,1414.6721989,All,Industrial & Commercial
S12000040,2015,Count,GWh,1409.9949362,All,Industrial & Commercial
S12000048,2012,Count,GWh,388.39420907,Electricity,Industrial & Commercial
S12000047,2013,Count,GWh,992.64424395,Electricity,Industrial & Commercial
S12000048,2015,Count,GWh,1039.1346963,All,Industrial & Commercial
S12000008,2008,Count,GWh,277.10801,Electricity,Industrial & Commercial
S12000034,2012,Count,GWh,660.21913705,Electricity,Industrial & Commercial
S12000036,2006,Count,GWh,1781.5997,Electricity,Industrial & Commercial
S12000041,2007,Count,GWh,973.4719099,All,Industrial & Commercial
S12000048,2014,Count,GWh,1181.4202545,All,Industrial & Commercial
S12000036,2007,Count,GWh,1778.59916,Electricity,Industrial & Commercial
S12000034,2011,Count,GWh,617.54181725,Electricity,Industrial & Commercial
S12000005,2017,Count,GWh,218.2137482,Electricity,Industrial & Commercial
S12000040,2018,Count,GWh,1542.0704456,All,Industrial & Commercial
S12000048,2016,Count,GWh,1015.0822738,All,Industrial & Commercial
S12000041,2006,Count,GWh,964.00194962,All,Industrial & Commercial
S12000041,2005,Count,GWh,1025.0053281,All,Industrial & Commercial
S12000049,2011,Count,GWh,4768.5148001,All,Industrial & Commercial
S12000040,2009,Count,GWh,1533.0749512,All,Industrial & Commercial
S12000034,2007,Count,GWh,728.25897,Electricity,Industrial & Commercial
S12000040,2008,Count,GWh,1654.5980278,All,Industrial & Commercial
S12000008,2011,Count,GWh,268.76366097,Electricity,Industrial & Commercial
S12000005,2015,Count,GWh,119.2382043,Electricity,Industrial & Commercial
S12000036,2010,Count,GWh,1680.6727366,Electricity,Industrial & Commercial
S12000049,2010,Count,GWh,4804.8665406,All,Industrial & Commercial
S12000008,2012,Count,GWh,244.25150428,Electricity,Industrial & Commercial
S12000049,2013,Count,GWh,4574.4834351,All,Industrial & Commercial
S12000005,2014,Count,GWh,122.4794443,Electricity,Industrial & Commercial
S12000049,2012,Count,GWh,2013.2647974,Electricity,Industrial & Commercial
S12000048,2010,Count,GWh,421.92448409,Electricity,Industrial & Commercial
S12000049,2012,Count,GWh,4795.6263093,All,Industrial & Commercial
S12000040,2007,Count,GWh,1681.0742314,All,Industrial & Commercial
S12000040,2013,Count,GWh,1469.9707335,All,Industrial & Commercial
S12000034,2009,Count,GWh,714.79539711,Electricity,Industrial & Commercial
S12000040,2012,Count,GWh,1545.879355,All,Industrial & Commercial
S12000036,2009,Count,GWh,1700.5596677,Electricity,Industrial & Commercial
S12000008,2010,Count,GWh,282.84569734,Electricity,Industrial & Commercial
S12000005,2016,Count,GWh,219.7803758,Electricity,Industrial & Commercial
S12000049,2007,Count,GWh,5263.0940968,All,Industrial & Commercial
S12000040,2010,Count,GWh,1745.2643958,All,Industrial & Commercial
S12000049,2009,Count,GWh,4763.7348775,All,Industrial & Commercial
S12000034,2008,Count,GWh,740.70307,Electricity,Industrial & Commercial
S12000038,2012,Count,GWh,518.54242958,Electricity,Industrial & Commercial
S12000049,2011,Count,GWh,1949.5336173,Electricity,Industrial & Commercial
S12000049,2008,Count,GWh,5382.0767228,All,Industrial & Commercial
S12000040,2011,Count,GWh,1531.3332338,All,Industrial & Commercial
S12000018,2015,Count,GWh,376.44280171,All,Industrial & Commercial
S12000006,2006,Count,GWh,1993.1037638,All,Industrial & Commercial
S12000018,2016,Count,GWh,352.00912585,All,Industrial & Commercial
S12000026,2013,Count,GWh,314.65811042,Electricity,Industrial & Commercial
S12000018,2014,Count,GWh,378.18849724,All,Industrial & Commercial
S12000045,2016,Count,GWh,165.9697598,Electricity,Industrial & Commercial
S12000014,2017,Count,GWh,417.5627174,Electricity,Industrial & Commercial
S12000018,2017,Count,GWh,380.22889446,All,Industrial & Commercial
S12000040,2013,Count,GWh,567.66243647,Electricity,Industrial & Commercial
S12000026,2014,Count,GWh,297.4678975,Electricity,Industrial & Commercial
S12000018,2011,Count,GWh,422.16580432,All,Industrial & Commercial
S12000026,2012,Count,GWh,320.45339508,Electricity,Industrial & Commercial
S12000018,2012,Count,GWh,421.091566,All,Industrial & Commercial
S12000018,2010,Count,GWh,433.04772732,All,Industrial & Commercial
S12000040,2014,Count,GWh,543.2031307,Electricity,Industrial & Commercial
S12000020,2015,Count,GWh,324.2421995,Electricity,Industrial & Commercial
S12000019,2006,Count,GWh,205.92078,Electricity,Industrial & Commercial
S12000014,2018,Count,GWh,419.9210191,Electricity,Industrial & Commercial
S12000006,2007,Count,GWh,1999.4490967,All,Industrial & Commercial
S12000018,2013,Count,GWh,418.10906341,All,Industrial & Commercial
S12000005,2017,Count,GWh,1067.1782388,All,Industrial & Commercial
S12000042,2006,Count,GWh,502.2997,Electricity,Industrial & Commercial
S12000019,2009,Count,GWh,451.25173999,All,Industrial & Commercial
S12000026,2016,Count,GWh,272.7459863,Electricity,Industrial & Commercial
S12000019,2008,Count,GWh,463.07852271,All,Industrial & Commercial
S12000019,2010,Count,GWh,470.27189401,All,Industrial & Commercial
S12000026,2017,Count,GWh,280.7059842,Electricity,Industrial & Commercial
S12000019,2011,Count,GWh,410.60272818,All,Industrial & Commercial
S12000019,2007,Count,GWh,172.85669,Electricity,Industrial & Commercial
S12000014,2015,Count,GWh,363.477889,Electricity,Industrial & Commercial
S12000006,2005,Count,GWh,2187.9353348,All,Industrial & Commercial
S12000026,2015,Count,GWh,281.0335563,Electricity,Industrial & Commercial
S12000019,2006,Count,GWh,517.82587203,All,Industrial & Commercial
S12000018,2018,Count,GWh,358.06155645,All,Industrial & Commercial
S12000019,2005,Count,GWh,498.62301563,All,Industrial & Commercial
S12000040,2012,Count,GWh,594.04389158,Electricity,Industrial & Commercial
S12000019,2007,Count,GWh,468.33091734,All,Industrial & Commercial
S12000020,2014,Count,GWh,324.0893149,Electricity,Industrial & Commercial
S12000005,2018,Count,GWh,1080.221186,All,Industrial & Commercial
S12000014,2016,Count,GWh,414.6238742,Electricity,Industrial & Commercial
S12000017,2014,Count,GWh,3470.7880837,All,Industrial & Commercial
S12000017,2008,Count,GWh,1010.94938,Electricity,Industrial & Commercial
S12000040,2016,Count,GWh,524.6309712,Electricity,Industrial & Commercial
S12000017,2013,Count,GWh,3303.5666579,All,Industrial & Commercial
S12000006,2011,Count,GWh,1941.6301168,All,Industrial & Commercial
S12000017,2016,Count,GWh,3341.8614186,All,Industrial & Commercial
S12000006,2010,Count,GWh,1982.6351051,All,Industrial & Commercial
S12000017,2007,Count,GWh,1030.77853,Electricity,Industrial & Commercial
S12000026,2008,Count,GWh,304.65948,Electricity,Industrial & Commercial
S12000017,2015,Count,GWh,3464.9067145,All,Industrial & Commercial
S12000045,2014,Count,GWh,164.6411362,Electricity,Industrial & Commercial
S12000017,2009,Count,GWh,891.71193903,Electricity,Industrial & Commercial
S12000017,2010,Count,GWh,3520.6170311,All,Industrial & Commercial
S12000040,2017,Count,GWh,524.3556949,Electricity,Industrial & Commercial
S12000026,2006,Count,GWh,328.45446,Electricity,Industrial & Commercial
S12000026,2007,Count,GWh,331.94346,Electricity,Industrial & Commercial
S12000020,2017,Count,GWh,308.047251,Electricity,Industrial & Commercial
S12000045,2006,Count,GWh,217.44611,Electricity,Industrial & Commercial
S12000017,2011,Count,GWh,3449.9642823,All,Industrial & Commercial
S12000017,2012,Count,GWh,3301.3485424,All,Industrial & Commercial
S12000018,2007,Count,GWh,462.26681223,All,Industrial & Commercial
S12000042,2005,Count,GWh,495.51941,Electricity,Industrial & Commercial
S12000018,2008,Count,GWh,469.2774025,All,Industrial & Commercial
S12000017,2006,Count,GWh,1026.05675,Electricity,Industrial & Commercial
S12000045,2015,Count,GWh,162.7191554,Electricity,Industrial & Commercial
S12000006,2008,Count,GWh,1901.8048114,All,Industrial & Commercial
S12000006,2009,Count,GWh,1761.538076,All,Industrial & Commercial
S12000017,2005,Count,GWh,1036.02366,Electricity,Industrial & Commercial
S12000026,2011,Count,GWh,315.18979887,Electricity,Industrial & Commercial
S12000018,2009,Count,GWh,407.34788453,All,Industrial & Commercial
S12000017,2018,Count,GWh,3332.2127435,All,Industrial & Commercial
S12000019,2005,Count,GWh,164.15745,Electricity,Industrial & Commercial
S12000020,2016,Count,GWh,308.0802079,Electricity,Industrial & Commercial
S12000026,2009,Count,GWh,308.92940449,Electricity,Industrial & Commercial
S12000017,2017,Count,GWh,3452.1290158,All,Industrial & Commercial
S12000026,2010,Count,GWh,322.2298002,Electricity,Industrial & Commercial
S12000018,2006,Count,GWh,520.49976018,All,Industrial & Commercial
S12000018,2005,Count,GWh,522.79949836,All,Industrial & Commercial
S12000040,2015,Count,GWh,525.2806247,Electricity,Industrial & Commercial
S12000021,2006,Count,GWh,2977.8289648,All,Industrial & Commercial
S12000042,2007,Count,GWh,479.84217,Electricity,Industrial & Commercial
S12000014,2008,Count,GWh,483.19161,Electricity,Industrial & Commercial
S12000020,2018,Count,GWh,2043.7607477,All,Industrial & Commercial
S12000021,2005,Count,GWh,3145.9642553,All,Industrial & Commercial
S92000003,2016,Count,GWh,13921.90587,Electricity,Industrial & Commercial
S12000005,2012,Count,GWh,980.93427272,All,Industrial & Commercial
S12000021,2008,Count,GWh,3015.7306017,All,Industrial & Commercial
S12000027,2012,Count,GWh,90.884253916,Electricity,Industrial & Commercial
S12000021,2007,Count,GWh,3124.6452648,All,Industrial & Commercial
S12000020,2015,Count,GWh,2118.9216315,All,Industrial & Commercial
S12000027,2010,Count,GWh,95.570687673,Electricity,Industrial & Commercial
S12000020,2016,Count,GWh,2109.7466592,All,Industrial & Commercial
S12000014,2010,Count,GWh,465.21139671,Electricity,Industrial & Commercial
S12000020,2014,Count,GWh,2224.0675428,All,Industrial & Commercial
S12000020,2017,Count,GWh,2046.5103969,All,Industrial & Commercial
S12000020,2012,Count,GWh,316.35799317,Electricity,Industrial & Commercial
S12000027,2011,Count,GWh,92.503711787,Electricity,Industrial & Commercial
S92000003,2017,Count,GWh,14136.42084,Electricity,Industrial & Commercial
S12000014,2009,Count,GWh,456.39862301,Electricity,Industrial & Commercial
S12000019,2009,Count,GWh,181.02195472,Electricity,Industrial & Commercial
S12000005,2010,Count,GWh,1126.2470424,All,Industrial & Commercial
S12000020,2011,Count,GWh,318.72992954,Electricity,Industrial & Commercial
S12000014,2006,Count,GWh,473.6899,Electricity,Industrial & Commercial
S92000003,2015,Count,GWh,14023.65006,Electricity,Industrial & Commercial
S12000021,2016,Count,GWh,3518.0590116,All,Industrial & Commercial
S12000021,2015,Count,GWh,3470.0114868,All,Industrial & Commercial
S12000005,2009,Count,GWh,793.25394577,All,Industrial & Commercial
S12000021,2014,Count,GWh,3585.7674499,All,Industrial & Commercial
S12000027,2015,Count,GWh,99.6578285,Electricity,Industrial & Commercial
S12000014,2007,Count,GWh,478.95829,Electricity,Industrial & Commercial
S12000027,2013,Count,GWh,95.145116587,Electricity,Industrial & Commercial
S12000005,2011,Count,GWh,1114.8283632,All,Industrial & Commercial
S12000040,2008,Count,GWh,610.19121,Electricity,Industrial & Commercial
S12000021,2009,Count,GWh,3675.1442109,All,Industrial & Commercial
S12000027,2014,Count,GWh,98.5376223,Electricity,Industrial & Commercial
S12000021,2012,Count,GWh,3472.6092584,All,Industrial & Commercial
S12000021,2013,Count,GWh,3401.4390955,All,Industrial & Commercial
S12000021,2010,Count,GWh,3875.7007456,All,Industrial & Commercial
S12000021,2011,Count,GWh,3702.4009401,All,Industrial & Commercial
S12000014,2013,Count,GWh,419.11042124,Electricity,Industrial & Commercial
S12000020,2013,Count,GWh,322.81883696,Electricity,Industrial & Commercial
S12000019,2017,Count,GWh,480.29164663,All,Industrial & Commercial
S12000019,2016,Count,GWh,464.00682172,All,Industrial & Commercial
S12000005,2015,Count,GWh,894.816002,All,Industrial & Commercial
S12000020,2005,Count,GWh,1905.5854822,All,Industrial & Commercial
S12000019,2018,Count,GWh,473.49662655,All,Industrial & Commercial
S12000045,2005,Count,GWh,196.60515,Electricity,Industrial & Commercial
S12000040,2010,Count,GWh,581.44306972,Electricity,Industrial & Commercial
S12000027,2006,Count,GWh,101.26241,Electricity,Industrial & Commercial
S12000026,2018,Count,GWh,316.6943608,Electricity,Industrial & Commercial
S12000040,2011,Count,GWh,587.85548022,Electricity,Industrial & Commercial
S12000019,2013,Count,GWh,451.91578951,All,Industrial & Commercial
S12000005,2016,Count,GWh,1051.6642091,All,Industrial & Commercial
S12000019,2012,Count,GWh,448.01051415,All,Industrial & Commercial
S12000019,2015,Count,GWh,445.39746937,All,Industrial & Commercial
S12000019,2014,Count,GWh,449.41558297,All,Industrial & Commercial
S12000027,2005,Count,GWh,102.04162,Electricity,Industrial & Commercial
S12000014,2014,Count,GWh,382.2586207,Electricity,Industrial & Commercial
S12000045,2017,Count,GWh,166.9263949,Electricity,Industrial & Commercial
S92000003,2018,Count,GWh,14509.38271,Electricity,Industrial & Commercial
S12000020,2010,Count,GWh,1821.9663989,All,Industrial & Commercial
S12000040,2009,Count,GWh,559.76663672,Electricity,Industrial & Commercial
S12000027,2008,Count,GWh,97.08724,Electricity,Industrial & Commercial
S12000014,2011,Count,GWh,452.57567376,Electricity,Industrial & Commercial
S12000020,2013,Count,GWh,2134.1718582,All,Industrial & Commercial
S12000027,2009,Count,GWh,95.029257409,Electricity,Industrial & Commercial
S12000045,2018,Count,GWh,166.5338157,Electricity,Industrial & Commercial
S12000020,2011,Count,GWh,1863.4912767,All,Industrial & Commercial
S12000020,2012,Count,GWh,2023.576545,All,Industrial & Commercial
S12000027,2007,Count,GWh,95.06362,Electricity,Industrial & Commercial
S12000014,2012,Count,GWh,419.08943194,Electricity,Industrial & Commercial
S12000020,2007,Count,GWh,2005.5983745,All,Industrial & Commercial
S12000005,2014,Count,GWh,927.43911978,All,Industrial & Commercial
S12000020,2006,Count,GWh,2088.5869928,All,Industrial & Commercial
S12000020,2008,Count,GWh,1979.2131273,All,Industrial & Commercial
S12000020,2009,Count,GWh,1784.4022908,All,Industrial & Commercial
S12000019,2008,Count,GWh,195.75616,Electricity,Industrial & Commercial
S12000005,2013,Count,GWh,968.51147575,All,Industrial & Commercial
S12000018,2007,Count,GWh,205.66492,Electricity,Industrial & Commercial
S12000021,2018,Count,GWh,421.057529,Electricity,Industrial & Commercial
S12000011,2010,Count,GWh,260.99000669,All,Industrial & Commercial
S12000011,2009,Count,GWh,257.04486521,All,Industrial & Commercial
S12000041,2011,Count,GWh,283.15722556,Electricity,Industrial & Commercial
S12000023,2005,Count,GWh,53.59104,Electricity,Industrial & Commercial
S12000011,2011,Count,GWh,253.97569479,All,Industrial & Commercial
S12000011,2012,Count,GWh,204.01007849,All,Industrial & Commercial
S12000041,2016,Count,GWh,263.1711085,Electricity,Industrial & Commercial
S12000045,2010,Count,GWh,179.77978646,Electricity,Industrial & Commercial
S12000011,2006,Count,GWh,296.73839143,All,Industrial & Commercial
S12000008,2012,Count,GWh,962.21257424,All,Industrial & Commercial
S12000008,2011,Count,GWh,978.52669758,All,Industrial & Commercial
S12000010,2018,Count,GWh,1406.2733475,All,Industrial & Commercial
S12000011,2005,Count,GWh,290.46140648,All,Industrial & Commercial
S12000021,2008,Count,GWh,568.17202,Electricity,Industrial & Commercial
S12000011,2007,Count,GWh,255.73742265,All,Industrial & Commercial
S12000011,2008,Count,GWh,242.00438321,All,Industrial & Commercial
S12000021,2017,Count,GWh,425.6347225,Electricity,Industrial & Commercial
S12000018,2008,Count,GWh,211.98001,Electricity,Industrial & Commercial
S12000011,2017,Count,GWh,210.6590352,All,Industrial & Commercial
S12000023,2007,Count,GWh,64.12782,Electricity,Industrial & Commercial
S12000021,2007,Count,GWh,546.09828,Electricity,Industrial & Commercial
S12000008,2008,Count,GWh,1042.9945097,All,Industrial & Commercial
S12000018,2005,Count,GWh,221.6678,Electricity,Industrial & Commercial
S12000041,2009,Count,GWh,297.18303937,Electricity,Industrial & Commercial
S12000013,2005,Count,GWh,295.4876357,All,Industrial & Commercial
S12000023,2008,Count,GWh,54.25395,Electricity,Industrial & Commercial
S12000011,2018,Count,GWh,221.84634304,All,Industrial & Commercial
S12000045,2007,Count,GWh,223.93565,Electricity,Industrial & Commercial
S12000018,2015,Count,GWh,170.3230807,Electricity,Industrial & Commercial
S12000018,2006,Count,GWh,234.8097,Electricity,Industrial & Commercial
S12000011,2014,Count,GWh,200.43328098,All,Industrial & Commercial
S12000011,2013,Count,GWh,198.89389726,All,Industrial & Commercial
S12000008,2010,Count,GWh,1020.0985743,All,Industrial & Commercial
S12000008,2009,Count,GWh,989.29352546,All,Industrial & Commercial
S12000011,2015,Count,GWh,204.88275092,All,Industrial & Commercial
S12000011,2016,Count,GWh,207.60604327,All,Industrial & Commercial
S12000041,2010,Count,GWh,293.34217157,Electricity,Industrial & Commercial
S12000023,2006,Count,GWh,59.72005,Electricity,Industrial & Commercial
S12000021,2012,Count,GWh,480.0081618,Electricity,Industrial & Commercial
S12000010,2007,Count,GWh,1682.2873534,All,Industrial & Commercial
S12000010,2008,Count,GWh,1474.6198946,All,Industrial & Commercial
S12000018,2012,Count,GWh,197.11933477,Electricity,Industrial & Commercial
S12000041,2014,Count,GWh,286.8132198,Electricity,Industrial & Commercial
S12000021,2013,Count,GWh,476.15294952,Electricity,Industrial & Commercial
S12000008,2014,Count,GWh,1006.4745368,All,Industrial & Commercial
S12000018,2011,Count,GWh,200.82505248,Electricity,Industrial & Commercial
S12000008,2015,Count,GWh,963.59108515,All,Industrial & Commercial
S12000010,2009,Count,GWh,1229.9449473,All,Industrial & Commercial
S12000041,2015,Count,GWh,283.1944933,Electricity,Industrial & Commercial
S12000008,2017,Count,GWh,883.64409833,All,Industrial & Commercial
S12000008,2018,Count,GWh,864.20085362,All,Industrial & Commercial
S12000018,2013,Count,GWh,192.85770379,Electricity,Industrial & Commercial
S12000021,2010,Count,GWh,507.28091497,Electricity,Industrial & Commercial
S12000010,2006,Count,GWh,1520.6646186,All,Industrial & Commercial
S12000010,2005,Count,GWh,1494.8038421,All,Industrial & Commercial
S12000008,2016,Count,GWh,831.33001865,All,Industrial & Commercial
S12000045,2008,Count,GWh,188.96424,Electricity,Industrial & Commercial
S12000021,2011,Count,GWh,490.09443923,Electricity,Industrial & Commercial
S12000021,2015,Count,GWh,431.3925581,Electricity,Industrial & Commercial
S12000045,2009,Count,GWh,169.14765877,Electricity,Industrial & Commercial
S12000010,2015,Count,GWh,1217.4948873,All,Industrial & Commercial
S12000008,2013,Count,GWh,939.21020014,All,Industrial & Commercial
S12000010,2014,Count,GWh,1418.3586234,All,Industrial & Commercial
S12000041,2012,Count,GWh,282.12857024,Electricity,Industrial & Commercial
S12000010,2017,Count,GWh,1369.8340437,All,Industrial & Commercial
S12000021,2016,Count,GWh,397.1657783,Electricity,Industrial & Commercial
S12000010,2016,Count,GWh,1254.0453864,All,Industrial & Commercial
S12000018,2009,Count,GWh,184.90639623,Electricity,Industrial & Commercial
S12000010,2011,Count,GWh,1287.894941,All,Industrial & Commercial
S12000021,2009,Count,GWh,533.00585821,Electricity,Industrial & Commercial
S12000010,2012,Count,GWh,1305.4860021,All,Industrial & Commercial
S12000010,2010,Count,GWh,1317.0791752,All,Industrial & Commercial
S12000018,2014,Count,GWh,170.2524435,Electricity,Industrial & Commercial
S12000010,2013,Count,GWh,1368.9528074,All,Industrial & Commercial
S12000018,2010,Count,GWh,202.2428394,Electricity,Industrial & Commercial
S12000041,2013,Count,GWh,280.28164733,Electricity,Industrial & Commercial
S12000021,2014,Count,GWh,451.4425157,Electricity,Industrial & Commercial
S12000023,2016,Count,GWh,53.42627216,Electricity,Industrial & Commercial
S12000041,2005,Count,GWh,326.82626,Electricity,Industrial & Commercial
S12000014,2013,Count,GWh,16234.184366,All,Industrial & Commercial
S12000006,2015,Count,GWh,1826.7103824,All,Industrial & Commercial
S12000014,2012,Count,GWh,17495.703846,All,Industrial & Commercial
S12000014,2015,Count,GWh,14124.196975,All,Industrial & Commercial
S12000014,2014,Count,GWh,12760.208985,All,Industrial & Commercial
S12000023,2017,Count,GWh,56.30527251,Electricity,Industrial & Commercial
S12000017,2012,Count,GWh,911.97190833,Electricity,Industrial & Commercial
S12000045,2013,Count,GWh,158.42229552,Electricity,Industrial & Commercial
S12000014,2008,Count,GWh,19042.747391,All,Industrial & Commercial
S12000023,2014,Count,GWh,61.9031148,Electricity,Industrial & Commercial
S12000014,2009,Count,GWh,17727.292567,All,Industrial & Commercial
S12000014,2007,Count,GWh,17743.204182,All,Industrial & Commercial
S12000041,2006,Count,GWh,324.13973,Electricity,Industrial & Commercial
S12000014,2010,Count,GWh,16624.345361,All,Industrial & Commercial
S12000023,2015,Count,GWh,62.3973751,Electricity,Industrial & Commercial
S12000014,2011,Count,GWh,17990.742988,All,Industrial & Commercial
S12000006,2016,Count,GWh,1886.199778,All,Industrial & Commercial
S12000017,2013,Count,GWh,951.6765897,Electricity,Industrial & Commercial
S12000017,2010,Count,GWh,1022.3494131,Electricity,Industrial & Commercial
S12000017,2006,Count,GWh,2981.368309,All,Industrial & Commercial
S12000026,2005,Count,GWh,331.28055,Electricity,Industrial & Commercial
S12000041,2018,Count,GWh,294.7298301,Electricity,Industrial & Commercial
S12000018,2018,Count,GWh,172.4328472,Electricity,Industrial & Commercial
S12000017,2009,Count,GWh,2734.703774,All,Industrial & Commercial
S12000017,2008,Count,GWh,2804.9524635,All,Industrial & Commercial
S12000006,2012,Count,GWh,1847.6340431,All,Industrial & Commercial
S12000017,2007,Count,GWh,2827.4652781,All,Industrial & Commercial
S12000006,2013,Count,GWh,1827.1274764,All,Industrial & Commercial
S12000017,2011,Count,GWh,984.88628241,Electricity,Industrial & Commercial
S12000006,2014,Count,GWh,1843.1046947,All,Industrial & Commercial
S12000014,2017,Count,GWh,15684.855756,All,Industrial & Commercial
S12000014,2016,Count,GWh,15183.317196,All,Industrial & Commercial
S12000020,2018,Count,GWh,304.4973069,Electricity,Industrial & Commercial
S12000014,2018,Count,GWh,15768.351705,All,Industrial & Commercial
S12000017,2005,Count,GWh,3318.055481,All,Industrial & Commercial
S12000040,2018,Count,GWh,525.0546569,Electricity,Industrial & Commercial
S12000023,2018,Count,GWh,58.11876328,Electricity,Industrial & Commercial
S12000013,2012,Count,GWh,217.40129936,All,Industrial & Commercial
S12000013,2011,Count,GWh,240.94024274,All,Industrial & Commercial
S12000018,2016,Count,GWh,164.5464423,Electricity,Industrial & Commercial
S12000041,2008,Count,GWh,323.16281,Electricity,Industrial & Commercial
S12000023,2010,Count,GWh,65.96570107,Electricity,Industrial & Commercial
S12000017,2016,Count,GWh,895.9657564,Electricity,Industrial & Commercial
S12000021,2006,Count,GWh,603.17832,Electricity,Industrial & Commercial
S12000023,2011,Count,GWh,58.103130302,Electricity,Industrial & Commercial
S12000008,2006,Count,GWh,1136.1553415,All,Industrial & Commercial
S12000013,2013,Count,GWh,216.57779784,All,Industrial & Commercial
S12000013,2007,Count,GWh,266.87171604,All,Industrial & Commercial
S12000045,2011,Count,GWh,188.72080689,Electricity,Industrial & Commercial
S12000013,2008,Count,GWh,243.37231426,All,Industrial & Commercial
S12000013,2006,Count,GWh,276.60656585,All,Industrial & Commercial
S12000017,2018,Count,GWh,920.9722242,Electricity,Industrial & Commercial
S12000017,2017,Count,GWh,917.7813092,Electricity,Industrial & Commercial
S12000008,2007,Count,GWh,1133.5170774,All,Industrial & Commercial
S12000013,2010,Count,GWh,241.3520367,All,Industrial & Commercial
S12000023,2009,Count,GWh,52.591151878,Electricity,Industrial & Commercial
S12000013,2009,Count,GWh,238.08164262,All,Industrial & Commercial
S12000013,2018,Count,GWh,219.9180811,All,Industrial & Commercial
S12000013,2017,Count,GWh,233.95761525,All,Industrial & Commercial
S12000014,2005,Count,GWh,22132.078614,All,Industrial & Commercial
S12000017,2015,Count,GWh,915.6512619,Electricity,Industrial & Commercial
S12000045,2012,Count,GWh,156.2328076,Electricity,Industrial & Commercial
S12000021,2005,Count,GWh,628.1363,Electricity,Industrial & Commercial
S12000014,2006,Count,GWh,18208.814874,All,Industrial & Commercial
S12000017,2014,Count,GWh,927.8670961,Electricity,Industrial & Commercial
S12000023,2013,Count,GWh,60.278027326,Electricity,Industrial & Commercial
S12000018,2017,Count,GWh,166.1182842,Electricity,Industrial & Commercial
S12000006,2018,Count,GWh,1850.3101869,All,Industrial & Commercial
S12000008,2005,Count,GWh,1187.6169981,All,Industrial & Commercial
S12000013,2015,Count,GWh,224.86853088,All,Industrial & Commercial
S12000013,2014,Count,GWh,232.35558709,All,Industrial & Commercial
S12000041,2017,Count,GWh,276.3679069,Electricity,Industrial & Commercial
S12000006,2017,Count,GWh,1903.0840622,All,Industrial & Commercial
S12000023,2012,Count,GWh,58.804626416,Electricity,Industrial & Commercial
S12000013,2016,Count,GWh,223.21484695,All,Industrial & Commercial
S12000041,2007,Count,GWh,327.47754,Electricity,Industrial & Commercial
S12000030,2008,Count,GWh,1458.0042198,All,Industrial & Commercial
S12000030,2007,Count,GWh,1590.219419,All,Industrial & Commercial
S12000050,2015,Count,GWh,776.5603301,Electricity,Industrial & Commercial
S12000011,2012,Count,GWh,69.806271501,Electricity,Industrial & Commercial
S12000029,2014,Count,GWh,609.609773,Electricity,Industrial & Commercial
S12000011,2011,Count,GWh,111.59536593,Electricity,Industrial & Commercial
S12000029,2015,Count,GWh,598.0914299,Electricity,Industrial & Commercial
S12000030,2010,Count,GWh,1492.9898263,All,Industrial & Commercial
S12000030,2009,Count,GWh,1368.1244877,All,Industrial & Commercial
S12000020,2006,Count,GWh,332.10628,Electricity,Industrial & Commercial
